CATAID redshift SurfaceDensity CountInCyl AGEDenPar
  131473  0.07012   0.16900    2.0000   0.12500
  131517  0.05509   0.14000    1.0000 0.0080000
  131515  0.07191   0.18800    0.0000   0.33100
  131514  0.07184   0.18800    0.0000   0.36300
  131552  0.05347  0.037000    0.0000   0.26700
  131588  0.06219  0.023000    0.0000 0.0020000
  131589  0.07143   0.12400    0.0000   0.30300
  131590  0.06223  0.022000    0.0000   -999.90
  131607  0.07605  0.016000    0.0000  0.036000
  131630  0.05775  0.030000    0.0000  0.014000
  131645  0.07082   0.13300    0.0000   0.39700
  131762  0.06435  0.022000    0.0000   0.12400
  131877  0.07956   0.28700    2.0000   0.46400
  131876  0.07973   0.25600    2.0000   0.37800
  131878  0.07923   0.36100    3.0000   0.65400
  131897  0.07899   0.34600    3.0000   0.53300
  131924  0.07659   0.21000    0.0000  0.092000
  131925  0.06051  0.030000    0.0000 0.0030000
  131936  0.07791   0.28500    0.0000   0.16000
  131937  0.06960   0.26300    0.0000   0.53800
  131943  0.07890   0.36500    2.1430   0.23400
  131956  0.07859   0.28600    2.0000   0.19800
  132080  0.07030   0.21900    0.0000   0.38600
  132179  0.06378  0.018000    0.0000   0.12300
  132257  0.07220   0.17800    0.0000  0.037000
  132288  0.07021   0.40900    1.1540   0.67100
  132338  0.07436   0.20700    0.0000   0.11700
  132350  0.06890   0.62000    3.0000    1.0760
  132360  0.06963    1.0840    4.0000    1.1660
  132362  0.06996    1.3310    4.0000   0.76700
  132364  0.06883   0.33000    2.0000   0.78400
  132365  0.06893   0.84400    3.0000    1.1130
  132366  0.06917   0.41100    2.0000    1.0220
  132367  0.06909   0.46300    2.0000   0.99600
  132369  0.06926    2.0950    5.0000    1.2580
  132390  0.06974   0.90000    3.0000    1.0460
  132393  0.06973    1.8190    5.0000   0.96700
  132399  0.07333   0.16800    0.0000   0.51500
  132402  0.06951   0.95400    1.0000   0.82200
  132521  0.07275    2298.9    0.0000   -999.90
  132533  0.05917    6.3520    0.0000   -999.90
  136203  0.07916    11.391    0.0000   -999.90
  136204  0.07952    2.2770    0.0000   -999.90
  136234  0.05120    1.0110    2.0000   -999.90
  136241  0.07868   0.17700    0.0000   -999.90
  136243  0.05123   0.38400    3.0000   -999.90
  136290  0.07870    1.2150    2.0000    1.3360
  136302  0.07887    1.1870    4.0000   0.96700
  136303  0.07866    4.9630    7.2690    2.0550
  136306  0.07948    12.017    8.3080    1.5240
  136307  0.06207  0.062000    0.0000   0.28800
  136310  0.07855    6.7570    9.3460    2.3730
  136311  0.07935    3.7910    8.0000    1.4240
  136312  0.07836    3.8940    8.0000    1.9750
  136313  0.07819    3.7050    8.0000    1.8930
  136329  0.06256  0.049000    0.0000   0.10400
  136345  0.07487   0.56400    1.0000   0.24100
  136361  0.07863    4.7700    11.000    3.1350
  136362  0.07707    5.5030    11.000   0.59000
  136374  0.07797    4.8360    11.000    2.7940
  136404  0.06197   0.14200    1.0000   0.15700
  136420  0.05032   0.25000    0.0000   0.14100
  136423  0.05348  0.031000    0.0000  0.089000
  779884  0.06222   0.13700    2.0000   0.10300
  136434  0.07807    1.0760    3.0000    2.2950
  136493  0.07904   0.19500    0.0000    1.1520
  136511  0.05354   0.32200    1.0000   0.12400
  136514  0.05331   0.22600    0.0000  0.065000
  136524  0.07900   0.24400    0.0000    1.1200
  136734  0.07755   0.53200    3.1580   0.48700
  136771  0.07905   0.91000    2.0000    1.4090
  136798  0.07400   0.79700    1.0000   0.16300
  136799  0.07284   0.20900    1.0710   0.17200
  136825  0.07854   0.98000    2.0000    1.4830
  136860  0.07258   0.51200    1.0000  0.082000
  136861  0.07444   0.60400    1.0000   0.37000
  136851  0.07322   0.22700    0.0000   -999.90
  136878  0.07867   0.52900    0.0000    1.3240
  136901  0.07282   0.24800    1.0710   0.16700
  136904  0.07321   0.45100    1.0000   0.20000
  136951  0.06478 0.0090000    0.0000  0.097000
  137021  0.06086  0.092000    0.0000   0.27200
  137060  0.06051   0.11300    0.0000   0.38700
  780722  0.07665  0.062000    0.0000 0.0040000
  137267  0.07858   0.24300    0.0000   0.13900
  137268  0.07843   0.16400    0.0000   0.13300
  137539  0.07841   0.52700    1.0670    1.1970
  137559  0.07840   0.37300    1.0000    1.1570
  137569  0.07938   0.39200    0.0000   0.21700
  137585  0.07919   0.43900    1.0000   0.65300
  137704  0.06406  0.067000    0.0000   -999.90
  137719  0.07891   0.20500    0.0000   0.29100
  138210  0.07156   0.12700    0.0000   0.36300
  138245  0.07617  0.037000    0.0000   0.15700
  138259  0.05301  0.069000    0.0000   0.20700
  138283  0.05254  0.073000    1.0000   0.42100
  138402  0.07204  0.075000    2.0000   0.35200
  138468  0.05956  0.012000    0.0000 0.0040000
  138471  0.06863  0.061000    0.0000  0.025000
  138525  0.06111  0.086000    0.0000   0.13800
  138544  0.07251  0.092000    0.0000  0.016000
  138666  0.06949   0.16300    0.0000   0.36000
  138828  0.07064   0.40200    0.0000   0.87000
  138862  0.07094   0.87300    1.0000    1.1920
  138887  0.07927   0.28200    0.0000  0.027000
  138888  0.07919   0.28300    0.0000  0.027000
  138899  0.05070  0.014000    0.0000  0.020000
  138902  0.05000  0.016000    0.0000  0.013000
  138933  0.05149  0.014000    0.0000 0.0080000
  138944  0.06995   0.55800    2.0740    1.4880
  138951  0.07500   0.19300    0.0000   0.21100
  138963  0.05071  0.020000    0.0000  0.042000
  138981  0.06993   0.44000    3.0000    1.2500
  139001  0.07129   0.67400    1.0000   0.15000
  139007  0.07334   0.34800    0.0000   0.56000
  139022  0.07277   0.50300    1.0000   0.60200
  139024  0.07366   0.28300    1.0480   0.63500
  139025  0.07326   0.46200    1.0480   0.84500
  139123  0.07772   0.22800    0.0000   -999.90
  143117  0.06534    1.5120    1.0000   -999.90
  143131  0.06206   0.94400    2.0000   -999.90
  143150  0.06146   0.47900    3.0000   -999.90
  143180  0.07874   0.52700    0.0000    2.1500
  143203  0.07897   0.89000    2.0770    2.3330
  143216  0.07907    1.0180    1.0000    3.9710
  143223  0.07854    1.3310    2.0000    3.4860
  143228  0.07838    2.6390    9.0000    4.3360
  143237  0.07968    2.4950    8.0000    3.7140
  143244  0.07982    1.8250    5.3570    2.3880
  143245  0.07840    2.5120    12.000    3.9830
  143249  0.07831    1.4820    3.0000    3.2800
  143268  0.07907    1.2480    4.0000    4.0900
  143270  0.06481  0.075000    0.0000  0.086000
  143279  0.07896    1.2760    3.0000    4.0750
  143285  0.06156  0.081000    0.0000  0.070000
  143317  0.07902    5.1110    9.0000    3.0960
  143346  0.07897    1.9260    6.0000    2.6840
  143375  0.07844   0.50200    0.0000    1.5460
  143423  0.07986   0.49600    2.0000    1.4240
  143429  0.07799    1.1070    2.0710   0.37700
  143444  0.07841   0.86200    1.0000    1.3830
  143449  0.07758    1.9010    6.4000   0.40600
  143457  0.07374   0.13300    0.0000  0.084000
  143458  0.07361   0.13100    0.0000  0.085000
  143463  0.07921    2.5850    8.0000    2.3050
  143495  0.07959    1.4350    4.0000    2.2000
  143521  0.07944    2.1380    6.4290    2.8580
  143638  0.07095  0.038000    0.0000   0.12800
  143639  0.07916   0.92300    2.0000    1.2010
  143672  0.06052  0.087000    1.0000   0.42300
  143695  0.06059  0.089000    0.0000   0.27000
  144017  0.07671   0.55000    2.0000   0.10300
  144057  0.07794   0.49900    3.0000   0.82700
  144100  0.06556   0.11700    0.0000   0.52400
  144105  0.07825   0.37400    2.1430    1.0590
  144118  0.07735   0.27400    0.0000   0.18900
  144119  0.07782   0.40600    1.0000   0.69700
  144190  0.06590   0.11600    0.0000   0.30900
  144245  0.07869   0.41500    1.1540   0.18500
  144247  0.07927   0.49000    2.3080   0.15200
  144253  0.07240  0.029000    0.0000   -999.90
  144295  0.07890    1.0010    3.0000   0.22300
  144320  0.05331  0.047000    1.0000   0.43400
  144456  0.07449   0.30200    0.0000  0.099000
  144500  0.07373   0.14300    1.0000  0.051000
  144516  0.06536  0.033000    0.0000  0.013000
  144537  0.07824   0.12100    0.0000   0.14600
  144687  0.06104  0.050000    0.0000 0.0080000
  144714  0.06157  0.072000    0.0000  0.025000
  144759  0.06708  0.065000    0.0000   -999.90
  144813  0.07867   0.12400    0.0000   0.10400
  144918  0.05247   0.11600    1.0710   0.48300
  144957  0.07624  0.061000    0.0000   0.12300
  144974  0.06404   0.12500    0.0000   0.15100
  145037  0.06140   0.14700    1.0000   0.23300
  145083  0.07262   0.10600    0.0000  0.041000
  145184  0.07171   0.13900    0.0000   0.20100
  145224  0.07539   0.20900    1.0000  0.097000
  145247  0.07678   0.19900    1.0400   0.68800
  145276  0.06277  0.043000    0.0000   -999.90
  145436  0.06381  0.032000    0.0000   0.19000
  145437  0.07916   0.66900    0.0000   0.15200
  145448  0.07132   0.87900    1.0370    1.6980
  145453  0.06983    3.5830    5.0000   0.97100
  145504  0.07528   0.24100    1.0000   0.33000
  145527  0.06387  0.014000    0.0000   0.21600
  145562  0.06914   0.43600    1.0000   0.53900
  145572  0.07333   0.28500    2.0000   0.50400
  145573  0.07428   0.21000    2.0000   0.19100
  145578  0.07335   0.33200    2.0000   0.51400
  145593  0.07337   0.90800    3.0000   0.80100
  145718  0.05045   0.39000    1.0000   -999.90
  163585  0.05051   0.52700    2.0000   -999.90
  163608  0.06961   0.27300    0.0000   -999.90
  163626  0.05018   0.50900    0.0000   -999.90
  163793  0.05469   0.33100    2.0000   -999.90
  163815  0.07915   0.13900    1.0400   -999.90
  163828  0.05660    2.2830    7.0000   -999.90
  163829  0.05485    2.5080    7.0000   -999.90
  163830  0.05494    1.0570    5.0000   -999.90
  163884  0.05603   0.93500    6.0000   -999.90
  163914  0.05566    5.7500    8.0000   -999.90
  163917  0.05575    5.0160    6.0000   -999.90
  163916  0.05723   0.38500    7.0000   -999.90
  163924  0.05554   0.53900    4.0000   -999.90
  163926  0.05636    2.6510    5.0000   -999.90
  163927  0.05678    5.3970    6.0000   -999.90
  163930  0.05650    9.5500    7.0000   -999.90
  163939  0.07831   0.11500    0.0000   -999.90
  164043  0.06387   0.21800    0.0000   -999.90
  164060  0.07825   0.52800    0.0000   -999.90
  164118  0.05906   0.25100    2.1480   -999.90
  164136  0.07233   0.14600    0.0000   -999.90
  164155  0.07225   0.20100    0.0000   -999.90
  164173  0.05946   0.26000    0.0000   -999.90
  164170  0.07894   0.23300    0.0000   -999.90
  164449  0.07831   0.11400    1.0320   -999.90
  164457  0.07843   0.11900    1.0000   -999.90
  164458  0.06472   0.16600    2.0000   -999.90
  164463  0.07806   0.60500    2.0000   -999.90
  164462  0.06458   0.16400    1.0000   -999.90
  164486  0.07848   0.56500    2.0000   -999.90
  164489  0.07714   0.90200    3.1670   -999.90
  164508  0.06460   0.21600    2.0000   -999.90
  164511  0.07821    2.0340    7.0000   -999.90
  164539  0.07948    2.2560    7.1840   -999.90
  164541  0.07730    3.5480    8.2110   -999.90
  164552  0.07794    7.7910    11.393   -999.90
  164563  0.07830   0.57800    8.0000   -999.90
  164565  0.07979    1.5330    4.1900   -999.90
  164595  0.06290   0.21000    0.0000   -999.90
  164618  0.07859    9.2580    11.000   -999.90
  164620  0.07860    20.418    12.000   -999.90
  164624  0.07911    13.612    12.000   -999.90
  164625  0.07860    11.792    12.000   -999.90
  164628  0.07949    6.5760    12.706   -999.90
  164629  0.07899    13.045    11.000   -999.90
  164633  0.07871    14.782    10.000   -999.90
  164636  0.07721    12.803    8.0000   -999.90
  164638  0.05402   0.87200    0.0000   -999.90
  164639  0.07912    5.6540    9.3600   -999.90
  164632  0.07903    4.5610    11.000   -999.90
  164640  0.07943    5.3200    9.3600   -999.90
  164663  0.07758    6.9000    10.400   -999.90
  164671  0.07871    7.8850    10.400   -999.90
  164677  0.07865    4.1520    9.3600   -999.90
  164689  0.07786    2.0660    6.0000   -999.90
  164747  0.06398   0.34200    0.0000   -999.90
  164763  0.06744   0.20800    0.0000   -999.90
  164889  0.07834   0.15100    0.0000   -999.90
  164948  0.05838   0.21200    0.0000   -999.90
  165126  0.07100   0.47900    1.0000   -999.90
  165333  0.05347    1.3280    0.0000   -999.90
  165336  0.05291   0.87300    1.0000   -999.90
  165339  0.05379    1.5770    1.0000   -999.90
  165348  0.05387    1.0400    1.0000   -999.90
  165388  0.06402    1.1410    0.0000   -999.90
  165389  0.06468    1.3490    1.0000   -999.90
  165415  0.06093   0.32200    1.0000   -999.90
  165476  0.06379   0.78900    0.0000   -999.90
  165609  0.05739    1.5570    0.0000   -999.90
  165648  0.06854   0.78200    0.0000   -999.90
  165670  0.05851    2.1210    0.0000   -999.90
  165702  0.06368   0.29400    0.0000   -999.90
  165753  0.05062    1.2380    0.0000   -999.90
  165794  0.05096   0.86500    0.0000   -999.90
  165795  0.06868   0.25300    0.0000   -999.90
  165896  0.07628   0.12000    1.0000   -999.90
  165906  0.07666   0.20800    3.1110   -999.90
  165971  0.07695   0.34100    0.0000   -999.90
  166064  0.07081    1.3210    0.0000   -999.90
  166096  0.07282   0.55700    0.0000   -999.90
  166092  0.07415   0.13200    0.0000   -999.90
  166127  0.07375   0.19300    2.0000   -999.90
  166128  0.07389   0.20200    3.0000   -999.90
  166138  0.07159    1.6500    3.0000   -999.90
  166137  0.07168   0.68800    4.0000   -999.90
  166145  0.07446    1.1240    5.0000   -999.90
  166160  0.07305   0.44300    4.0000   -999.90
  166183  0.07200    3.0720    6.0000   -999.90
  166185  0.07200    2.4420    6.0000   -999.90
  166203  0.07348    1.4040    4.0000   -999.90
  166280  0.06889    2.5820    0.0000   -999.90
  166292  0.06870    1.1390    2.0000   -999.90
  166293  0.06328    4.2110    0.0000   -999.90
  170327  0.07991    1.1330    0.0000   -999.90
  170361  0.07971   0.34400    0.0000   -999.90
  170364  0.07994   0.24000    0.0000   -999.90
  170366  0.06462   0.98200    0.0000   -999.90
  170422  0.07483  0.058000    1.0000   0.44200
  170600  0.06457  0.026000    1.0000   0.25100
 4202867  0.06435  0.028000    1.0000   0.15100
  170604  0.06439  0.026000    1.0000   0.19800
  170651  0.06720  0.044000    0.0000  0.016000
  170654  0.05048    1.3090    4.0000   0.12400
  170653  0.05028    1.3300    4.0000   0.57700
  170665  0.07912  0.026000    0.0000   0.10800
  170695  0.05032   0.75300    4.1670   0.45400
  170764  0.06912  0.023000    0.0000   0.19500
  170802  0.07795   0.45100    0.0000   0.49400
 4204048  0.07843   0.55000    1.0590   0.65600
  170913  0.06040   0.20500    0.0000   0.53300
  171012  0.07310  0.027000    0.0000  0.025000
  171035  0.05303  0.040000    0.0000   0.13300
  171071  0.05991  0.054000    0.0000   0.28600
  171121  0.06177   0.30800    3.0000   0.18600
  171188  0.06125   0.36500    1.0000   0.55800
  171301  0.07873   0.21000    0.0000   0.73800
  171390  0.07701   0.28800    0.0000   0.28500
  171394  0.07578   0.25200    1.0560   -999.90
  171406  0.07703   0.38000    1.0560   0.35300
  171446  0.07966   0.39100    2.0000   0.50800
  171472  0.07800   0.29400    1.0360   0.67900
  171509  0.07988   0.55600    2.0000   0.41400
  171530  0.06378  0.051000    0.0000 0.0070000
  171546  0.07790   0.26000    0.0000   0.49100
  171653  0.07974    2.4010    9.0000   0.46700
  171911  0.06872  0.045000    0.0000   -999.90
  171977  0.07118  0.025000    0.0000   0.42700
  171990  0.07156  0.024000    0.0000   0.41600
  172098  0.07098  0.042000    1.0000   0.55000
  172256  0.06222  0.030000    1.0000   -999.90
  172283  0.06378  0.033000    0.0000  0.052000
  172287  0.07085  0.041000    0.0000   0.12700
  172314  0.07067   0.15200    1.0450   0.32700
  172320  0.07069  0.036000    1.0620   0.29300
  172498  0.07308  0.029000    0.0000   -999.90
  172503  0.07921   0.24700    2.0000   0.46500
  172512  0.07962   0.34300    3.0000   0.66600
  172589  0.07828   0.35800    1.0000   0.20200
  172632  0.07755   0.25300    1.0360   0.38900
  172666  0.06931   0.24400    2.1430   0.70500
  172687  0.06961   0.20200    1.0710   0.58100
  172689  0.06989   0.19900    1.0710   0.57700
  172705  0.07649   0.25100    0.0000   0.31700
  172866  0.07020  0.028000    0.0000   0.57000
  172983  0.06975   0.82300    2.0000   0.62400
  172985  0.06938   0.45800    2.0830   0.99600
  173011  0.06860   0.47100    2.0870   0.64100
  173031  0.06881   0.40500    1.0530   0.77700
  176781  0.07443    6.4620    0.0000   -999.90
  176786  0.07509   -999.90   -999.90   -999.90
  176805  0.07426    3.5190    1.0000   -999.90
  176935  0.05368   0.24900    0.0000   0.14300
  176955  0.05935   0.10200    1.0000   0.12000
  176972  0.06007   0.11100    2.0000   0.10900
  176984  0.05890   0.14200    1.0670   0.12800
  176990  0.05740   0.50600    3.1110  0.036000
  176991  0.06511  0.067000    0.0000   0.31100
  177010  0.05545   0.24500    0.0000   0.74700
  177026  0.06533  0.064000    0.0000   0.25200
  177039  0.07887  0.094000    0.0000   0.31400
  177118  0.07836   0.21600    0.0000   0.49700
  177180  0.07633    3.0240    8.0000   0.52700
  177177  0.07908    2.3450    8.0000    1.4530
  177182  0.06935  0.013000    0.0000 0.0060000
  177183  0.06871  0.014000    1.0620   0.16400
  177185  0.07498    3.7850    5.0000   0.30000
  177194  0.07779    1.4390    3.0000   0.89700
  177197  0.07871    2.9960    9.0000    1.2750
  177202  0.07457   0.93100    4.0000   0.48900
  177209  0.06866  0.013000    1.0000   0.15900
  177228  0.07554    8.9840    5.0000   0.22400
  177229  0.07828    19.922    9.0000    1.2810
  177232  0.07819    15.627    7.0000   0.84800
  177225  0.07940    6.3090    6.0000    1.1810
  177238  0.07968    3.9320    7.3890    1.6230
  177243  0.07545    7.3160    6.0000   0.52900
  177247  0.07801    27.692    8.0000   0.77800
  177251  0.07720    8.6100    7.0000   0.91100
  177256  0.07874    10.664    8.0000    1.5390
  177259  0.07968    18.469    6.0000    1.5460
  177258  0.07631    5.1510    9.5000   0.56400
  177260  0.07758    9.6700    13.636    1.7130
  177271  0.07740    2.1570    5.4550    1.0520
  177274  0.07887    5.0710    10.000    1.7390
  177280  0.07820    7.8460    10.714    1.3200
  177281  0.07892    7.6600    7.0000    1.8280
  177282  0.07614    12.985    8.0000   0.53400
  177288  0.07741    4.9900    16.364    1.6370
  177296  0.07907    2.9640    15.000    2.4760
  177334  0.07888    7.7510    9.6430    1.9970
  177345  0.07919    2.9700    8.0000    2.0160
  177352  0.07753    6.0610    9.6430    1.0170
  177366  0.07881    11.678    8.0000    2.1230
  177369  0.07823    13.133    9.0000    1.4030
  177371  0.07896    14.157    12.000    2.1630
  177381  0.07841    2.9790    7.0000   0.61900
  177403  0.07805    2.3280    7.0000   0.73500
  177426  0.07487   0.16100    0.0000  0.074000
  703183  0.07923   0.44900    0.0000    1.0440
  177431  0.07994   0.37100    0.0000   0.71600
  177484  0.05942   0.18300    1.0710   0.16700
  177486  0.05950   0.18300    1.0710   0.20000
  177609  0.06967  0.012000    0.0000 0.0020000
  177654  0.07879   0.10600    0.0000  0.088000
  177705  0.06135   0.12700    2.0000   0.50400
  177728  0.07035  0.012000    0.0000   -999.90
  177725  0.07032  0.011000    0.0000   -999.90
  177781  0.06165   0.11900    2.0000   0.37200
  177783  0.06169   0.10400    1.0430   0.35400
  177812  0.06490  0.016000    0.0000  0.057000
  177862  0.06507  0.016000    1.0000   0.24000
  177904  0.06505  0.060000    0.0000   0.21700
  177922  0.07742   0.28600    2.0000   0.50500
  177940  0.07917   0.35000    2.0000   0.64800
  177966  0.07721   0.31500    2.0000   0.44500
  177969  0.07721   0.30300    1.0000   0.18500
  177981  0.07904   0.68400    2.0000   0.91400
  178004  0.07916   0.59100    3.0000   0.82100
  178013  0.07755   0.27700    2.0000   0.56800
  178028  0.07874   0.37500    1.0000   0.97000
  178030  0.07870   0.68200    2.0000    1.1820
  178031  0.07871   0.57300    1.0000   0.90900
  178049  0.07916   0.93500    3.0000   0.87200
  178080  0.06532  0.013000    0.0000   0.15800
  178288  0.07166  0.013000    0.0000  0.043000
  178423  0.05343   0.11600    1.0000   0.45200
  178426  0.05325   0.11800    1.0000   0.45100
  178428  0.05406   0.12300    2.0000   0.22300
  178446  0.07168  0.093000    0.0000   0.27200
  178501  0.06550  0.014000    0.0000   0.13000
  178541  0.07171   0.12500    0.0000   0.30500
  178561  0.07160   0.18600    1.0000   0.62900
  178759  0.07121   0.22400    0.0000   0.46300
  178801  0.05318  0.022000    0.0000   0.45500
  178804  0.07219  0.094000    0.0000   0.10800
  178882  0.07871  0.078000    0.0000  0.022000
  178883  0.06375  0.088000    0.0000   0.21000
  178886  0.07136  0.053000    0.0000   0.18400
  178884  0.07159  0.060000    1.0000   0.41700
  178946  0.07187  0.076000    0.0000   0.21300
  179013  0.07183   0.10500    0.0000   0.13400
  179037  0.07171  0.074000    0.0000  0.090000
  179049  0.07161  0.071000    0.0000  0.080000
  179070  0.07923   0.58400    0.0000   0.51200
  179099  0.07970   0.49900    1.0000   0.47800
  179100  0.07811   0.31500    1.0000   0.42400
  179110  0.06893   0.18600    1.0000   0.37200
  179111  0.06919   0.17700    0.0000   0.24300
  179185  0.07714   0.18700    2.1110   0.41500
  179187  0.07703   0.11600    0.0000   0.16500
  179202  0.07737   0.18000    3.1670   0.39400
  179204  0.07725   0.16100    2.1330   0.40100
  179234  0.07577   0.12600    1.0340  0.088000
  179272  0.07675   0.11500    0.0000   0.31000
  179278  0.07008   0.28100    1.0000   0.72100
  179387  0.07114   0.28000    0.0000   0.40600
  179462  0.06920   0.51800    0.0000    1.0760
  179472  0.06881   0.41300    0.0000   0.92400
  179503  0.06378  0.019000    0.0000   0.26200
  179533  0.05049  0.040000    0.0000  0.045000
  179540  0.06368  0.031000    0.0000  0.098000
  179584  0.07291  0.056000    0.0000   0.60200
  179617  0.07293   0.14000    0.0000   -999.90
  179635  0.06776   0.11400    0.0000   -999.90
  179660  0.07698   0.27800    1.0000   -999.90
  183881  0.06190    7.6670    2.0000   -999.90
  183882  0.06167    6.5940    2.0000   -999.90
  183969  0.07520   0.77800    2.0000   0.13100
  184010  0.07740    3.3000    11.000    1.3530
  184015  0.07979    3.5600    11.000    1.3500
  184013  0.07782    1.4790    4.0000    2.0110
  184014  0.06180  0.055000    0.0000   0.34100
  184023  0.07801    2.4480    7.0000    2.7480
  184041  0.05207  0.051000    0.0000  0.037000
  184042  0.07817    3.1250    8.0000    3.1160
  184048  0.07869    2.8040    6.0000    3.5790
  184049  0.07992    5.8820    9.0000    1.7960
  184052  0.07772    6.2790    11.000    2.3570
  184051  0.07765    8.0020    13.000    2.0190
  184056  0.07672    4.1180    8.0000   0.44300
  184057  0.07894    1.8760    6.0000    3.3900
  184063  0.07841    6.5960    9.0000    3.1730
  184067  0.07760    4.3810    9.0000    2.0370
  184073  0.07863    2.5970    6.0000    3.5400
  184078  0.07998    1.7610    5.0000    2.1690
  184104  0.07899   0.67000    1.0480    2.1100
  184119  0.07864   0.87200    4.0000    3.4240
  184124  0.07505   0.29700    1.0000  0.065000
  184131  0.05454   0.16400    1.0420   0.37700
  184147  0.06156   0.11300    0.0000   0.22100
  184184  0.05270   0.17900    0.0000 0.0090000
  184230  0.07472   0.15200    0.0000   0.25200
  184239  0.05197   0.17900    0.0000  0.098000
  184244  0.07887   0.36900    1.0000    1.4940
  184268  0.07867   0.33400    1.0710    1.2240
  184295  0.07455   0.23000    2.0000   0.50200
  184307  0.07943   0.56900    1.0000    1.3950
  184308  0.07470   0.35400    0.0000   0.33400
  184319  0.07044   0.14500    0.0000   0.14700
  184332  0.07026   0.15800    0.0000   0.12100
  184472  0.05299  0.070000    0.0000   0.10700
  184524  0.07896   0.29400    0.0000   0.55800
  184597  0.06506  0.045000    0.0000  0.094000
  184870  0.06525  0.063000    0.0000   0.19100
  184896  0.06498   0.11600    0.0000   0.20800
  184926  0.07823   0.49200    1.0800   0.92200
  184932  0.07836   0.55000    2.0000   0.96000
  185022  0.07840   0.58700    3.0000    1.1100
  185039  0.07875   0.54300    2.3080    1.0760
  185047  0.07904   0.91300    3.1250   0.65800
  185077  0.07873   0.56700    2.0000   0.95000
  185085  0.06553  0.065000    0.0000   0.11500
  185158  0.06597  0.075000    0.0000   0.12800
  185226  0.06660  0.060000    0.0000 0.0080000
  185225  0.06664  0.060000    0.0000 0.0070000
  185242  0.06684  0.059000    0.0000   -999.90
  185282  0.05319  0.010000    2.1330   0.51800
  185296  0.05343   0.13600    2.0000   0.63700
  185298  0.05366   0.13700    2.0000   0.56300
  185335  0.05369   0.26500    2.0710   0.65600
  185365  0.05340  0.011000    1.0710   0.58600
  185396  0.05363   0.43000    1.0000   0.64800
  185454  0.06527 0.0060000    0.0000  0.051000
  185476  0.07262   0.12200    0.0000  0.019000
  185649  0.06132  0.051000    0.0000 0.0050000
  185707  0.07174   0.12000    0.0000   0.37600
  185777  0.07621  0.044000    1.0000   0.17700
  185787  0.05233  0.062000    2.0000   0.36300
  185789  0.07614  0.035000    0.0000   -999.90
  185795  0.05251  0.010000    0.0000   0.20000
  185844  0.07946   0.10700    1.0000 0.0030000
  185851  0.07888  0.056000    1.0000 0.0020000
  185885  0.06395   0.12800    0.0000   0.24500
  185976  0.07163  0.076000    0.0000   0.12300
  185973  0.07896  0.093000    0.0000  0.062000
  186018  0.07205  0.077000    0.0000  0.065000
  186033  0.06074  0.078000    0.0000   0.25900
  186210  0.07527   0.19400    0.0000  0.034000
  186228  0.06576  0.038000    0.0000   -999.90
  186269  0.07691   0.29400    0.0000   0.70000
  186320  0.07699   0.28800    0.0000   0.66100
  186332  0.07655   0.24300    0.0000   0.48200
  186405  0.07581   0.12200    0.0000   0.14100
  186410  0.07090   0.54000    1.0000    1.1390
  186417  0.07066   0.57100    1.0000    1.3180
  186437  0.07539   0.11400    0.0000   0.31300
  186438  0.07098    6.0970    5.3120    1.6700
  186439  0.07066   0.72400    4.2500    1.4890
  186440  0.07064    10.972    5.3120    1.8020
  186450  0.07621   0.10000    1.0000   0.26800
  186451  0.07561   0.10200    1.0000   0.34200
  186452  0.07051    1.4060    4.0000    1.4820
  186453  0.07096    2.8820    5.0000    1.6880
  186462  0.07122    4.1000    5.0000    1.4160
  186470  0.07034   0.73300    4.0000    1.3840
  186468  0.07139   0.88000    4.2500    1.0360
  186476  0.07062   0.72000    4.0000    1.4050
  186472  0.07166    1.9830    5.3330   0.62300
  186473  0.06991   0.88600    4.0000   0.91400
  186493  0.07067    6.3070    5.0000    1.5940
  186537  0.06919   0.41400    3.0000   0.60700
  186538  0.07033   0.55600    3.0000   0.87900
  186561  0.07517   0.29300    1.0370   0.26200
  186573  0.06961   0.33600    3.0000   0.74900
  186575  0.07017   0.75700    3.0000   0.84000
  186584  0.06985   0.34700    4.0000    1.1780
  186594  0.07992   0.14500    0.0000 0.0090000
  186656  0.05070  0.078000    0.0000   0.15900
  186741  0.05090   0.16900    0.0000   -999.90
  186769  0.05007   0.48300    0.0000   -999.90
  196061  0.05213    89.639    0.0000   -999.90
  196057  0.05344    1.8180    0.0000   -999.90
  196167  0.05203   0.78400    3.0000    1.8540
  196242  0.07928   0.14300    0.0000  0.059000
  196274  0.07774   0.12000    0.0000   0.26700
  196769  0.07104   0.11100    1.0000   0.28200
  196925  0.06036  0.053000    1.0000   0.10300
  196953  0.07239  0.071000    0.0000  0.016000
  196954  0.07241  0.076000    0.0000  0.014000
  196977  0.05055   0.11700    0.0000  0.010000
  197007  0.07774   0.10200    1.0000   0.15200
  197261  0.07228    1.1370    1.0000    1.1550
  197292  0.07166    1.2740    2.0000    1.8370
  197295  0.07215   0.88100    3.1200    1.6200
  197317  0.06068   0.12200    0.0000   0.29300
  197763  0.05947  0.011000    1.0000   0.20800
  197862  0.05580   0.11300    1.0000   0.41500
  197866  0.05560   0.10500    0.0000   0.24400
  197958  0.07133   0.13000    1.0000   0.44600
  197982  0.07613  0.063000    0.0000   0.10600
  198231  0.07589   0.14100    0.0000   0.30600
